ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
157,"User is not entering name of card, no error is shown",1.6.0,"Not a Bug",Medium,Major,Functional,Always,vikram1,"Rahul Asati","If user is not entering 'name on the card' in credit/debit card, and clicks on pay button, no error is shown","Error message should be shown if user forgets to enter the name on the card, for message format kindly contact with Smriti/Prachi","1. Go to Credit/Debit card and enter all the details except name on the card; 2. Click on pay button; 3. See no error is shown","Android Phone",,1,"20/08/2016 06:36:28 ","20/08/2016 07:10:42 "
158,"Product image is mismatching with product name. ",1.6.0,Closed,Medium,Minor,Functional,Always,archana,"Rahul Asati","Product name is visible for nailpolish and product image is shown  for kajal.
other products image is getting visible for nail polish under  widget. 
 ","Product image should be correct for the product.","1. Open Lakme Absolute Gel stylist Nail colour Mystic Hue (15 ml); 2. Check for also viewed widget.; 3. Maybelline color show nail color orange fix 214 (6 ml) Promo.","Android Phone Samsung Galaxy J7 Android 5.1",,1,"20/08/2016 11:20:50 ","02/09/2016 10:23:15 "
159,"Discount % is not visible under salon listing page only % sign is getting visible",1.6.0,Closed,Low,Minor,Functional,Always,archana,"Rahul Asati","only % is getting visible for offers under salon listing page.","Only % sign should not be visible.
if any salon is not giving any discount offer then offers % should not be present,","1. Auto select ghatkoper location.; 2. Open near by salons.","Android Phone Samsung Galaxy J7 Android 5.0.1",,1,"25/08/2016 12:34:38 ","02/09/2016 10:04:14 "
160,"Purplle salon are not getting visible when user search for it from serives",1.6.0,"Not a Bug",Low,Minor,Functional,Sometimes,archana,"Varun Bhardwaj","Purplles salons are not getting visible under hair cut services
and data is mismatching with ios app,","Purplle salon should be visible","1. select Location as ""Ghatkoper""; 2. Open hair cut service.; 3. Search for purplle salon.","Android Phone Samsung Galaxy J7 Android 5.1",,0,"25/08/2016 13:06:04 ","18/05/2017 07:57:41 "
164,"share button is not clickable under story. (Fb share, whats app share other shares are not working)",1.6.1.test1,Closed,Critical,Critical,Functional,Always,archana,"Rahul Asati",,"share button should be clickable and user should able to share the story.","1. Open browse page.; 2. Click on share button ","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"01/09/2016 05:47:59 ","01/09/2016 07:58:12 "
168,"If there are no orders in my orders, filter option and 'cancelled orders' buttons shouldnt be displayed",1.6.1.test1,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul Asati","User is a newly registered one or he hasnt placed an order yet, on my orders page, the  filters option and 'cancelled orders' buttons are still shown
","If there are no orders in my orders, filter option and 'cancelled orders' buttons shouldnt be displayed","1. Create a new user; 2. Go to my orders","Android Phone",,3,"01/09/2016 06:52:59 ","03/01/2017 07:00:20 "
171,"Showing try again if user has no appointments",1.6.1.test1,"Not a Bug",Low,Minor,Functional,Always,vikram1,"Varun Bhardwaj","If user is a newly registered  or user doesnt have placed any appointment yet, on 'my appointments' page, message is shown as 'try again'","Proper message should be shown if user doesnt have an appointment","1. Create a new user; 2. Go to my appointment","Android Phone",,0,"01/09/2016 07:05:55 ","18/05/2017 07:58:02 "
172,"Showing zero followers, following, stories",1.6.1.test1,Closed,Low,Minor,Functional,Always,vikram1,"Rahul Asati","If user doesnt have any follower/following or hasnt created any story yet, zero shouldnt be shown","Please ask product manager for the appropriate display regarding this.","1. Create a new user; 2. Go to my account; 3. Refer the screenshot","Android Phone",,0,"01/09/2016 07:12:23 ","01/09/2016 08:48:49 "
173,"About purplle page is not opening",1.6.1.test1,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj"," About purplle : User clicking on about purplle, page is not getting loaded


","About purplle  page should get opened

","1. Go to drawer menu with guest user; 2. Click on about purplle, see page is not loading","Android Phone",,1,"01/09/2016 07:20:19 ","27/09/2016 12:32:35 "
174,"Top offers for you is missing in the offers page",1.6.1.test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","Top offers for you is missing in the offers page

Model number : Micromax AQ5001

Note: Top offers for you is present in mobile site for the same user. PFA screeenshot","Top offers should be present in the offers page","1. open app; 2. click on my offers","Android Phone",,0,"01/09/2016 07:39:42 ","20/12/2016 08:03:34 "
175,"when user clicks on tap to apply in offers page, response is very slow",1.6.1.test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when user clicks on tap to apply in offers page, response is very slow.","Tap to apply should change to tap to remove immediately","1. open site; 2. click on my offers from drawer menu","Android Phone",,0,"01/09/2016 07:53:25 ","20/12/2016 09:36:44 "
176,"User is getting notifications incorrectly.",1.6.1.test1,Closed,Critical,Critical,Functional,Always,archana,"Varun Bhardwaj","when user say as archana likes/shares story notification message is getting displayed as ""archana liked your story"", ""archana shared your story"" for archan's profile","when arcahan user share or likes story of user nirali.
Notification should be displayed to user nirali 
as ""archana shared your story"", ""archana liked your story and so on.

Even for delivered orders, notifications are not coming.
","1. Like story; 2. Share story; 3. open notication tab","Android Phone",,1,"01/09/2016 07:56:33 ","18/05/2017 07:59:10 "
177,"T&C : Showing google page",1.6.1.test1,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","T&C page shouldnt show google page, should show T&C content","T&C page shouldnt show google page, should show T&C content","1. Go to drawer menu and click on T&C,","Android Phone",,1,"01/09/2016 08:03:25 ","27/09/2016 12:31:30 "
178,"when user after applying coupon, removes product from the cart, and clicks on back, the button name is same in offers page",1.6.1.test1,Closed,High,Major,Visual,Always,"Nirali Thakkar","Rahul Asati","when user after applying coupon, removes product from the cart, and clicks on back, the coupon gets removed from the cart page but in offers page the button name is not changed. I gets changed only after refreshing the page","After clicking on back the offers page should refresh and the button name should change","1. open app; 2. click on my offers from drawer menu; 3. add item in the cart which satisfies the minimum value; 4. go to offers page, click on tap to apply; 5. go to cart page, the coupon is applied; 6. now remove item from the cart till the minimum value is removed; 7. now click on back; 8. in offers page the text of tap to apply button is not changed","Android Phone",,1,"01/09/2016 08:03:34 ","05/01/2017 09:34:44 "
179,"Favorite products not loading",1.6.1.test1,Closed,High,Major,Functional,Always,vikram1,"Rahul Asati"," Favorites products: On my favourites page, products tab is not getting loaded ","User's favourites products should get loaded on my favourites products tab","1. Go to drawer menu > my favourites > products tab","Android Phone",,1,"01/09/2016 08:06:31 ","02/09/2016 10:29:36 "
180,"sold out products are appearing in between",1.6.1.test1,Closed,Low,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","sold out products are appearing in between

Found in version: 1.6.1 test2

Micromax AQ5001","sold out products should come at the bottom","1. open app; 2. click on shop; 3. click on category","Android Phone",,0,"01/09/2016 09:42:40 ","20/12/2016 08:00:09 "
181,"when user scroll down after sorting by high to low, app is getting crashed",1.6.1.test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul Asati","when user scroll down after sorting by high to low, app is getting crashed

Found in version: 1.6.1 test2

Micromax AQ5001",,"1. open app; 2. click on any category; 3. sort by low to high; 4. scroll down; 5. sort by high to low","Android Phone",,1,"01/09/2016 10:00:06 ","04/10/2016 09:36:53 "
182,"In my favorites, products are not getting loaded, only the loader is running",1.6.1.test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","In my favorites, products are not getting loaded, only the loader is running

Note: This is when i perform normal login

Found in version: 1.6.1 test2

Micromax AQ5001","products get get load on normal login","1. open app; 2. click on my favorites from drawer menu","Android Phone",,1,"01/09/2016 10:04:51 ","20/12/2016 07:56:45 "
183,"Only one product is show in story detail widgets[ideal beauty by parag]",1.6.1.test1,Closed,Low,Minor,Functional,Always,vikram1,"Varun Bhardwaj","Only one product is show in story detail widgets[ideal beauty by parag]","4  products should be shown in the story detail widgets","1. Select story ""Ideal Beauty"" which has been created by Parag; 2. Go to story detail page; 3. Go to widget ""similar to Revlon Powder Blush....; 4. See only one product is visible","Android Phone",,0,"01/09/2016 11:53:44 ","20/12/2016 07:57:38 "
184,"Showing zero items and zero rupees in story if all items  are oos",1.6.1.test1,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul Asati","If all the items  in a story are OOS, its shown as ""0 item, Total rupees 0""","It shouldnt be displayed as ""0 item, Total rupees 0""","1. Go to a story having all the products as out of stock; 2. Go to 'buy this collection'","Android Phone",,2,"01/09/2016 12:02:50 ","03/09/2016 13:42:56 "
185,"Notification is not getting display for friend sharded story and friend liked story.",1.6.1.test1,"Not a Bug",Critical,Critical,Functional,Always,archana,"Varun Bhardwaj",,"Notification should get display when user's story is liked or shared.","1. create story.; 2. like story or share story by other user.","Android Phone Samsung Galaxy J7",,1,"01/09/2016 12:48:40 ","02/09/2016 09:16:00 "
186,"Before loading and after loading the product details page completely, the count of the ratings is coming different",1.6.1.test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul Asati","when clicked on product details page, the count of rating is coming AS '40' and after loading the page completely the count of rating is coming as 35"" in the overview tab, below the product image.

Found in version: 1.6.1 test2

Micromax AQ5001","before loading and after loading the count of the rating should remain same","1. open app; 2. click on any product ; 3. check the ratings","Android Phone",,3,"02/09/2016 06:06:08 ","25/11/2016 08:46:00 "
187,"Description is colliding with overview in product details of details tab",1.6.1.test1,Closed,Medium,Minor,Visual,Always,"Nirali Thakkar",iliyas,"Description is colliding with overview in product details of details tab

Found in version: 1.6.1 test2

Micromax AQ5001","There should b some space","1. open app; 2. click on any product; 3. click details tab","Android Phone",,3,"02/09/2016 06:10:43 ","20/12/2016 07:53:48 "
188,"when user posts any question from question tab, it gets reflected in the overview tab only after refreshing the page",1.6.1.test1,"Not a Bug",Medium,Minor,Functional,Always,"Nirali Thakkar","Rahul Asati","when user posts any question from question tab, it gets reflected in the overview tab only after refreshing the page

Found in version: 1.6.1 test2

Micromax AQ5001","the overvie tab should get refreshed ","1. open app; 2. click on any product; 3. in product details page, click on question tab; 4. submit question and check the overview tab","Android Phone",,0,"02/09/2016 06:21:09 ","28/12/2016 14:16:45 "
189,"Gift wrap is not working from cart page",1.6.1.test1,Closed,High,Major,,Always,"Nirali Thakkar","Varun Bhardwaj","Gift wrap is not working from cart page. Radio button is not clickable

Found in version: 1.6.1 test2

Micromax AQ5001

","Radio button should be clickable","1. open app; 2. add items in the cart; 3. open cart page; 4. click on giftwrap","Android Phone",,1,"02/09/2016 06:53:40 ","20/12/2016 07:53:59 "
190,"when user cancels transaction using save card, in order listing  the product displayed is incorrect",1.6.1.test1,Closed,High,Major,,Always,"Nirali Thakkar","Rahul Asati","when user cancels transaction using save card, in order listing  the product displayed is incorrect

Found in version: 1.6.1 test2

Micromax AQ5001","only those products should be displayed which were present in the cart","1. open app; 2. add 1 item in the cart; 3. apply coupon; 4. click on place order; 5. choose option save card","Android Phone",,3,"02/09/2016 07:07:59 ","04/10/2016 10:59:56 "
191,"User is asked for title even user  added description.",1.6.1.test1,Closed,High,Major,Functional,Always,archana,"Rahul Asati","User is asked for title compulsory when user adds rating and description while posting review.","Title should not be mandotory 
User should able to post review with description.
If user is writing title then description should be mandatory.","1. Open product details page.; 2. Open write a review tab.; 3. Give rating and add description.","Android Phone Samsung Galaxy K zoom",,1,"02/09/2016 08:25:38 ","03/09/2016 13:41:41 "
192,"Wishlist icon is already  prefilled even user is not added it to wishilist.",1.6.1.test2,"Not a Bug",Medium,Major,Functional,Always,archana,"Rahul Asati","wishlist icon is already prefilled even user not added it in wishlist","Wishlist icon should get prefilled only if user added it to wishlist","1. Register new user.; 2. Open browse page.; 3. check for the stories","Android Phone Samsung Galaxy J7",,1,"02/09/2016 09:33:09 ","29/12/2016 11:41:31 "
193,"app is getting crash on notification listing page.",1.6.1.test2,Closed,High,Major,Functional,Random,archana,"Rahul Asati","When user is having notification more than 15 and user scroll downs the page. data is getting load verly slowly and app is getting crash.

Note: happens for fresh install. 
",,"1. Install app; 2. Login with the user having more notification (rupak account); 3. Open drawer >>notification; 4. Scroll down the page","Android Phone Samsung Galaxy J7 Android 5.1",,2,"02/09/2016 11:03:21 ","03/09/2016 14:33:24 "
195,"Pagination for first page is not getting display. ",1.6.1.test2,"Not a Bug",Medium,Major,Functional,Always,archana,"Rahul Asati","design: https://drive.google.com/drive/u/0/folders/0B3taOSlpFkYOTmxnUGQ0Zm5fbU0
Note : Pagination is not getting display  for first launch only ","Pagination should be present","1. Launch app; 2. Check for the app launch quiz for the first page.","Android Phone",,0,"03/09/2016 05:31:30 ","03/09/2016 06:16:54 "
196,"None option is getting display instead of ""choose any one"" under gender page of app launch.",1.6.1.test2,Closed,Medium,Minor,Functional,Always,archana,"Jugal SA","design:
https://drive.google.com/drive/u/0/folders/0B3taOSlpFkYOTmxnUGQ0Zm5fbU0


Note : none options is getting display for all pages.","Choose ony one should get display for gender page.

also none options should get diplay for all page at header.","1. Lauch app; 2. check for first page i.e. gender page","Android Phone",,1,"03/09/2016 05:35:17 ","19/11/2016 07:24:29 "
197,"Particular page is not getting open when user clicks on pagintation dots.",1.6.1.test2,"Not a Bug",Medium,Major,Functional,Always,archana,"Rahul Asati","when user is on 5th page and click on 2nd dot user is redirecting to 4th page instead of 2nd page.","when user clicks on dot resoective page should get open.
like if user click on 3rd dot , 3rd page should get open.
","1. Launch app; 2. check for beauty quiz.; 3. click on dots like 3 or 4.","Android Phone",,0,"03/09/2016 05:43:02 ","03/09/2016 14:26:55 "
199,"If user is selecting none option other options should get deselct. ",1.6.1.test2,Closed,High,Major,,Always,archana,"Rahul Asati","for all pages:
When user clciks on none option then other options should get deselect.
aslo when user selects other options then none options should get deselect.","None options should not get select in multisections. ","1. Launch app.; 2. select any page with  multiselection options .; 3. for eg. choose your favoutite beauty products page.; 4. choose ""Bath and body"" and fragrance ; 5. Now choose none option. (when user selects none options , both other options should get deselct)","Android Phone",,2,"03/09/2016 05:53:08 ","06/09/2016 06:44:58 "
200,"Only images are getting display under  ""what would you like to conquer?"" page",1.6.1.test2,Closed,Medium,Major,Visual,Always,archana,"Sachin Nayak","when user clicks on image then names are getting display for ""what would you like to conquer"" page.

Note : check screenshot for design and issue.","as per design name should be display below image.","1. launch app ; 2. Check for  ""what would you like to conquer? "" page 7.","Android Phone",,1,"03/09/2016 06:01:13 ","03/01/2017 07:10:43 "
202,"when user selects gender male and then also females profile getting visible.",1.6.1.test2,Closed,Medium,Major,Visual,Always,archana,"Rahul Asati",,"when user selects gender as male/ female then profile should be visible for males/female only.","1. Launch app.; 2. Select gender as Male and click on next forwrd arrow.; 3. now scroll to gender page; 4. and select gender as female and scroll page to next ","Android Phone",,0,"03/09/2016 06:39:45 ","03/09/2016 14:32:21 "
204,"App launch beauty quiz should showing questions more than 5. ",1.6.1.test2,Closed,Medium,Major,Functional,Always,archana,"Jugal SA","app launch beauty quiz is showing pags more than 5 pages","app launch beuty quiz shuold show 5 pages as:
Women : 
1. Gender
2. Your skin tone
3. Your color preference
4. Your Hair type
5. what would you llike to conquer?
Men:
1. Gender
2. Your skin tone
3. Your Hair type
4. Your beared style
5. what would you llike to conquer?","1. Launch app","Android Phone",,0,"03/09/2016 06:50:47 ","22/09/2016 09:18:03 "
209,"once user completes quiz user should not ask for quiz again for that device",1.6.1.test2,"Not a Bug",High,Major,Functional,Always,archana,"Rahul Asati","Even user is completes quiz  user is asked for quiz again after reinstalling app.
","App launch quiz should be device specific.
If quiz is displayed once to the user it should not be displayed again.
Even use partilly complete the quiz ,  not submotted single question or looged in /logged out.
","1. Launch app; 2. complete quiz; 3. Reinstall app","Android Phone",,0,"03/09/2016 07:45:47 ","29/12/2016 11:43:31 "
211,"Text is getting viisble as ""Your Beard Look"" instead of ""Your Beard style""",1.6.1.test2,Closed,Medium,Minor,Functional,Always,archana,"Jugal SA","Text is getting display as ""Your Beard look""

Design : https://drive.google.com/drive/u/0/folders/0B3taOSlpFkYOTHQ0bjJtU013YjQ","Text should be ""yoour beard style""","1. Launch app; 2. Open your beard style i.e 4th page.  ","Android Phone",,2,"03/09/2016 07:54:46 ","13/10/2016 10:03:01 "
215,"quiz is getting prefilled after complting and reinstalling app.",1.6.1.test2,Closed,Critical,Critical,Functional,Always,archana,"Jugal SA","when user compltes quiz then uninstalls app and agin install it, 
previously selected options are visible prefilled.
And complete buttton is also enabled.","Quiz should not be prefilled","1. Launch app.; 2. Complete quiz.; 3. Uninstall app.; 4. Reinstall app.","Android Phone",,3,"03/09/2016 08:36:44 ","13/10/2016 10:02:02 "
198,"when user changes the filter and then applies filter for orders, time filter of past 6 months is not checked","1.6.1.test3 [Prod pnt]",Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul Asati","when user changes the filter and then applies filter for orders, time filter of past 6 months is not checked","when user changes the filter and then applies filter for orders, time filter of past 6 months should be checked by default","1. open site; 2. click on my orders; 3. filter by cancel order; 4. click on apply; 5. filter by order; 6. time filter is not coming as checked but when clicked on apply it shows the default data of 6 months","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"03/09/2016 04:53:43 ","08/09/2016 18:33:24 "
201,"The questions answers are not reflecting in highlights in review list when review body is blank.","1.6.1.test3 [Prod pnt]",Closed,High,Major,Functional,Always,vikram1,"Jugal SA","If user is submitting rating and questions answers but not review description or title, the questions answers are not reflecting in highlights in review list","If User is submitting rating and questions answers but not review description or title, the question answers should be reflected as highlights in review lists","1. Go to a product list page; 2. Give rating and answer the questions but dont put anything in review description and title; 3. Click on submit and go to review tab; 4. Highlights not shown in review list","Android Phone",,2,"03/09/2016 06:35:52 ","18/05/2017 08:01:14 "
203,"After submitting review with questions answers, those que ans are not reflecting in the mail which come after submitting","1.6.1.test3 [Prod pnt]",New,Low,Minor,Functional,Always,vikram1,"Varun Bhardwaj","In the mail which comes after submitting review, highlights of question answers is not shown","In the mail which comes after submitting review, highlights of question answers should be shown","1. Perform review rating with questions answer; 2. Check your mail","Android Phone",,0,"03/09/2016 06:47:34 ","03/09/2016 06:58:06 "
205,"Dont know options are not getting visible for some pages.","1.6.1.test3 [Prod pnt]",Closed,Medium,Major,Functional,Always,archana,"Jugal SA","please check documnet for requirment :https://docs.google.com/spreadsheets/d/1O4oAcZXbyno7-u530c-7EY3OO0BJxtkvB1fqKKL6P-U/edit?ts=57ca58a2#gid=0
","Dont know options should be visible for 
Male/female :  Your Skin Tone, Your Hair Type

","1. Launch app.; 2. Check page for Your Skin Tone, Your Hair Type for male and female.","Android Phone",,2,"03/09/2016 07:02:20 ","19/11/2016 07:24:06 "
206,"If only rating and title is put description box should be red highlighted","1.6.1.test3 [Prod pnt]",Closed,Low,Minor,Functional,Always,vikram1,"Rahul Asati","If user is putting rating and title and clicks on submit button, description box is not highlighting with red colour.","If only rating and title is put description box should be red highlighted","1. Go to write a review; 2. Give rating and title and click on submit button; 3. See description box is not highlighting with red ","Android Phone",,2,"03/09/2016 07:21:38 ","03/01/2017 07:13:05 "
207,"App crash on My orders on Prachi's account","1.6.1.test3 [Prod pnt]","Not a Bug",Critical,Critical,Functional,Always,"Nikhil Teredesai","Arvind Kurmi","App crash on scrolling the My order for Parchi's account

Cred:
prachihetamsaria@gmail.com
purplle",,,,,0,"03/09/2016 07:23:43 ","20/12/2016 13:45:45 "
208,"Only 3 question answers are shown in write a review.","1.6.1.test3 [Prod pnt]",Closed,High,Major,Functional,Always,vikram1,"Jugal SA","On write a review popup, only 3 question answers are shown","On write a review popup, only 3 question answers are shown, question answers should be displayed as per the products.

Moisturizing, plumping, glowing, lifting,  smoothing etc are not shown","1. Go to write a review popup of any product; 2. See only 3 question answers are shown for all the product irrespective of type of product","Android Phone",,1,"03/09/2016 07:25:21 ","24/11/2016 09:20:49 "
210,"Questions are  by default shown as prefilled even if user has not done any question answer for that product","1.6.1.test3 [Prod pnt]",Closed,Medium,Major,Usability,Always,vikram1,"Jugal SA","When user first time performs review, questions answers are shown as blank but once he performs review with questions answers for one product and lateron he tries to perform the same for other products, question answers are shown as prefilled","If user is doing a fresh review rating,  question answers shouldnt shown as prefilled","1. Perform a review rating with questions for a product; 2. Now go to different products and try to perform review; 3. See question answers are shown prefilled","Android Phone",,4,"03/09/2016 07:48:55 ","03/09/2016 13:41:06 "
212,"Apostrophe in dont know in write a review popup questions answer","1.6.1.test3 [Prod pnt]",Closed,Low,Minor,Visual,Always,vikram1,"Jugal SA","Apostrophe is mising on  'dont know' button of questions answer on write a review popup -- refer the screenshot","Apostrophe should be there for 'dont know' button of questions answer on write a review popup -- refer the screenshot","1. Go to write a review; 2. Go to questions answer","Android Phone",,3,"03/09/2016 08:01:52 ","13/10/2016 09:30:35 "
213,"'Rating posted' message is not shown if user is submitting only rating","1.6.1.test3 [Prod pnt]",Closed,Low,Minor,Functional,Always,vikram1,"Rahul Asati","If user is clicking on rating stars on write a review popup, 'Rating posted' message is not shown","If user is clicking on rating stars on write a review popup, 'Rating posted' message should be shown","1. Go to write a review popup; 2. Click on rating stars; 3. Rating posted message is not shown","Android Phone",,1,"03/09/2016 08:07:37 ","03/01/2017 07:13:18 "
214,"n of 'Not' should be capital","1.6.1.test3 [Prod pnt]",Closed,Low,Minor,Visual,Always,vikram1,"Jugal SA","If user is selecting 'No' answer for a question in write a review, its shown in highilght as 'not Value for money' etc,, ","If user is selecting 'No' answer for a question in write a review, its shown in highilght as 'not Value for money' etc, so this 'not' should be 'Not'","1. Go to write a review and cilck on No answer for a question; 2. Go to review list to see the highlight of that review; 3. See the screenshot","Android Phone",,3,"03/09/2016 08:14:29 ","03/09/2016 13:39:44 "
216,"The status which is present in the order listing on the image is a watermarked image.","1.6.1.test3 [Prod pnt]",Closed,High,Major,Visual,Always,"Nirali Thakkar","Varun Bhardwaj","The status which is present in the order listing on the image is a watermarked image.","it should not be watermarked image. product image should remain in the background","1. open app; 2. click on my orders","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"03/09/2016 09:07:48 ","18/05/2017 08:05:18 "
217,"rupee symbol is coming even though price of the product is not present","1.6.1.test3 [Prod pnt]",Closed,Low,Minor,Visual,Always,"Nirali Thakkar","Arvind Kurmi","rupee symbol is coming even though price of the product is not present.

Note: Our price is cumpulsary as there is data issue so its not coming","rupee symbol should not come if the price is null","1. open app; 2. click on my orders","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"03/09/2016 09:10:35 ","24/11/2016 09:19:55 "
218,"delivered on date is not coming for the complete orders","1.6.1.test3 [Prod pnt]","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Arvind Kurmi","delivered on date is not coming for the complete orders","delivered on should come for complete orders

Refer sympli: https://app.sympli.io/app#!/designs/578ca465886f4cbd6c4db6f0","1. open app; 2. click on my orders; 3. scroll for complete orders","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"03/09/2016 09:16:49 ","06/10/2016 13:19:48 "
219,"Always its showing 100%  for question answers even if they the percentage are actually different","1.6.1.test3 [Prod pnt]",Closed,Critical,Critical,Functional,Always,vikram1,"Rahul Asati","Question and answers always showing 100% in review section even if they are actually different","The percentage should be displayed as per the data i.e. if 60% are positive and 40% negative for 'convenient packaging', it should be displayed as '60% say the product is Convenient Packaging'.","1. Give positive answer for 'convenient packaging' by 6 users and negative answer for the same by 4 users; 2. Now go to review section; 3. See 100%  is shown; 4. Actually 60% should have been shown as 60% is the positive answer","Android Phone",,0,"03/09/2016 11:16:53 ","03/09/2016 12:44:08 "
220,"If a user is updating an answer of a question in review, the updated percentage is not reflecting on review","1.6.1.test3 [Prod pnt]",Closed,Medium,Minor,Functional,Always,vikram1,"Rahul Asati","If a user is updating an answer of a question in review, the updated percentage is not reflecting on review","If a user is updating an answer of a question in review, the updated percentage is should reflect on review","1. Go to write a review for a product; 2. Give answer for some questions on write a review page; 3. Give new values for the same product by same user; 4. See updated percentage is not shown","Android Phone",,0,"03/09/2016 12:43:31 ","25/11/2016 05:44:39 "
221," Negative %  is not shown for review section","1.6.1.test3 [Prod pnt]",Closed,Critical,Critical,Functional,Always,vikram1,"Rahul Asati","If the percentage amount for a question answer is going below 40 for a positive answer, still positive percentage is being shown for that question answer","If the percentage amount for a question answer is going below 40 for a positive answer, negative percentage should be shown. for ex for a question x if positive is 39% and negative is 61%, we should show ""61% say product is inconvenient....""",,"Android Phone",,0,"03/09/2016 12:48:02 ","25/11/2016 07:57:00 "
222,"Sentences are getting cut on 'write a review' page 'review guidelines' and 'disclaimer'","1.6.1.test3 [Prod pnt]",Closed,Low,Minor,Visual,Always,vikram1,"Rahul Asati","On write a review page, on 'review guidelines' and 'disclaimer' sections,  sentences are getting cut from the bottom of the section -- refer the screenshot
","Proper sentence should be shown","1. Go to write a review page; 2. Go to 'guidelines' and 'disclaimer' section; 3. Refer the screenshot","Android Phone",,1,"03/09/2016 13:30:07 ","24/11/2016 09:16:48 "
225,"image is not getting upload while creating story.","1.6.1.test3 [Prod pnt]",Closed,High,Major,Functional,Always,archana,"Rahul Asati","image is not getting upload while creating story. and user is unable to upload story.","image should get upload while creating story.","1. Open create story tab; 2. Upload picture","Android Phone Samsung Galaxy J7 Android 5.1",,1,"15/09/2016 08:26:22 ","23/09/2016 12:04:06 "
224,"Tax component is missing in cart for products having special offer.",1.6.3.test1,Closed,Critical,Critical,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","Tax component is missing in cart for products who avails offers

For reference : http://screencast.com/t/Nj83RAvM80",,,,,2,"14/09/2016 14:10:37 ","18/05/2017 08:12:49 "
226,"Blank notification message is getting display when user cancel transaction from payment gateway.","purplle-android -qa -apk 15/9","Not a Bug",Medium,Major,Functional,Always,archana,"Rahul Asati","when user cancel the transcation from payment gateway with back button , blank notification is getting display.",,"1. Make saved card transcation; 2. Then cancel transaction with back button of phone ","Android Phone Samsung Galaxy J7",,0,"15/09/2016 08:32:44 ","15/09/2016 12:55:01 "
227,"App is getting hang randomly","purplle-android -qa -apk 15/9",Closed,High,Major,Functional,Random,archana,"Rahul Asati","app is getting hang randomly while performing activities.
And user is getting message as ""purplle isnt responding.""",,"1. Perform random activity.","Android Phone Samsung Galaxy J7 Android 5.1",,0,"15/09/2016 08:55:17 ","22/09/2016 09:14:42 "
228,"Booking summry is getting blank after booking appointment. ","purplle-android -qa -apk 15/9","Not a Bug",High,Major,Functional,Always,archana,"Varun Bhardwaj","when user do repeat appointment or book appointment then booking summry is not getting visible and getting msg as try again.",,"1. Book appointment with selecting purplle testing salon chembur or repeat appointment.","Android Phone",,1,"15/09/2016 09:36:35 ","18/05/2017 08:14:50 "
229,"User is redirecting to discover /browser page instead of profile page after uploading image story . ","purplle-android -qa -apk 15/9",Closed,Medium,Minor,Functional,Always,archana,"Rahul Asati","when user uplaods image story user is redirecting to browse page.","when user uplaods image story user should redirect to profile page","1. create story and post it","Android Phone Samsung Galaxy J7",,1,"15/09/2016 10:00:29 ","23/09/2016 11:31:35 "
230,"Track order button is not getting display even order is dispatched.","purplle-android -qa -apk 15/9","Not a Bug",Medium,Major,,Always,archana,"Rahul Asati","Note:
Issue is happening in android app ios app and mobile browser.

version 1.6.3
","Track order button should get display once order is displatched.","1. Open order details page for dispatch order.","Android Phone",,1,"19/09/2016 06:35:55 ","26/09/2016 08:46:50 "
231,"Product price is visible wrong under multseller tab","purplle-android -qa -apk 15/9",New,Medium,Minor,Functional,Always,archana,"Varun Bhardwaj","as per screenshot both products having price 4500 and disocunt is 70% and showing different price.

Buiild : 1.6.4.test1
","proper price should get display","1. open product Jaugur Classic Black for Men Spray Edt (100ml); 2. check price and discount","Android Phone",,1,"20/09/2016 13:34:35 ","23/09/2016 06:00:46 "
232,"All active sellers are not visible in seller tab.","purplle-android -qa -apk 15/9",Closed,Medium,Major,Functional,Always,archana,"Rahul Asati","Build: 1.6.4test1

check Jaguar Classic Black for Men Spray EDT (100 ml)
procurment_seller _product  is showing 3 sellers acive still app is shoing only two sellers.",,"1.   check sleller tab for Jaguar Classic Black for Men Spray EDT (100 ml); 2. check Procurment_seller _product table.","Android Phone",,0,"21/09/2016 05:11:52 ","21/09/2016 05:15:23 "
